0.31416,0.99029-0.0023696i,0.98067
0.46721,0.97853-0.0051591i,0.95755
0.62026,0.9622-0.0088941i,0.9259
0.77332,0.94131-0.013433i,0.88624
0.92637,0.91591-0.018598i,0.83923
1.0794,0.88605-0.02418i,0.78567
1.2325,0.8518-0.029941i,0.72646
1.3855,0.81325-0.035618i,0.66265
1.5386,0.77052-0.040929i,0.59537
1.6916,0.72373-0.045578i,0.52587
1.8447,0.67307-0.04926i,0.45545
1.9977,0.61873-0.051668i,0.3855
2.1508,0.56095-0.052495i,0.31742
2.3038,0.5-0.051447i,0.25265
2.4569,0.4362-0.048244i,0.19259
2.6099,0.36989-0.042626i,0.13864
2.763,0.30148-0.034361i,0.092068
2.916,0.23139-0.02325i,0.05408
3.0691,0.16009-0.0091314i,0.025713
3.2221,0.088099+0.0081142i,0.0078272
3.3752,0.015945+0.02856i,0.0010699
3.5283,-0.055805+0.052228i,0.005842
3.6813,-0.12656+0.079089i,0.022273
3.8344,-0.19573+0.10906i,0.050203
3.9874,-0.26268+0.142i,0.089166
4.1405,-0.32682+0.17771i,0.13839
4.2935,-0.38754+0.21593i,0.19682
4.4466,-0.44425+0.25637i,0.26308
4.5996,-0.49638+0.29866i,0.3356
4.7527,-0.54342+0.3424i,0.41254
4.9057,-0.58487+0.38713i,0.49195
5.0588,-0.62032+0.43237i,0.57173
5.2118,-0.64938+0.47758i,0.64978
5.3649,-0.67177+0.52222i,0.72399
5.5179,-0.68727+0.56571i,0.79236
5.671,-0.69573+0.60747i,0.85306
5.824,-0.69712+0.64691i,0.90447
5.9771,-0.69148+0.68345i,0.94524
6.1301,-0.67894+0.71651i,0.97436
6.2832,-0.65976+0.74556i,0.99114
