0.05,0.99991-0.011254i
0.082051,0.99972-0.017776i
0.1141,0.99936-0.023441i
0.14615,0.99874-0.02809i
0.17821,0.99781-0.031663i
0.21026,0.99652-0.03419i
0.24231,0.99486-0.035761i
0.27436,0.99283-0.036508i
0.30641,0.99048-0.036578i
0.33846,0.98786-0.036116i
0.37051,0.98503-0.035257i
0.40256,0.98204-0.034119i
0.43462,0.97896-0.032797i
0.46667,0.97585-0.031368i
0.49872,0.97275-0.029892i
0.53077,0.9697-0.028413i
0.56282,0.96673-0.026963i
0.59487,0.96387-0.025563i
0.62692,0.96113-0.024227i
0.65897,0.95854-0.022963i
0.69103,0.95608-0.021776i
0.72308,0.95377-0.020665i
0.75513,0.95161-0.019631i
0.78718,0.94959-0.018669i
0.81923,0.94771-0.017776i
0.85128,0.94597-0.016947i
0.88333,0.94435-0.016179i
0.91538,0.94286-0.015466i
0.94744,0.94149-0.014805i
0.97949,0.94022-0.014191i
1.0115,0.93906-0.013619i
1.0436,0.93799-0.013087i
1.0756,0.93701-0.012591i
1.1077,0.9361-0.012127i
1.1397,0.93528-0.011693i
1.1718,0.93452-0.011286i
1.2038,0.93383-0.010904i
1.2359,0.93319-0.010545i
1.2679,0.93261-0.010206i
1.3,0.93208-0.0098862i
